Station ID,City,State,Start Date,End Date,,JAN,,FEB,,MAR,,APR,,MAY,,JUN,,JUL,,AUG,,SEP,,OCT,,NOV,,DEC,,ANN
12834,DAYTONA BEACH,FL,1948,2018,87,58,87,56,86,54,84,53,83,56,86,63,88,64,89,66,89,67,86,62,87,60,88,60,87,60
12835,FORT MYERS,FL,1948,2018,89,55,88,53,87,50,85,47,84,49,87,58,88,61,89,61,91,62,89,57,89,55,90,57,88,55
12816,GAINESVILLE,FL,1984,2018,88,56,88,53,88,50,87,48,86,48,88,58,90,61,92,63,92,62,90,57,91,57,90,58,89,56
13889,JACKSONVILLE,FL,1948,2018,87,57,87,54,87,50,86,48,85,51,87,58,89,59,91,61,92,63,91,59,90,57,89,59,88,56
12836,KEY WEST,FL,1948,2018,82,69,81,68,79,66,76,64,76,66,78,69,76,67,77,67,80,70,81,69,82,69,83,70,79,68
12839,MIAMI,FL,1948,2018,84,59,83,57,80,55,78,55,79,58,82,65,81,63,83,64,86,66,84,63,83,61,83,60,82,61
12815,ORLANDO,FL,1952,2018,87,55,87,53,87,50,85,47,85,49,88,58,90,59,91,61,91,61,88,57,89,56,88,57,88,55
13899,PENSACOLA,FL,1948,2018,82,61,83,59,83,58,86,57,86,58,86,60,88,64,90,64,87,61,84,55,84,57,83,62,85,60
93805,TALLAHASSEE,FL,1948,2018,86,56,86,53,87,49,87,47,87,48,89,55,91,61,92,61,91,58,89,52,88,53,87,57,88,54
12842,TAMPA,FL,1948,2018,86,58,86,56,84,54,83,51,82,52,84,60,85,63,88,64,89,62,87,57,86,56,86,59,86,58
12843,VERO BEACH,FL,1949,2018,88,59,88,57,83,55,81,55,80,59,83,65,85,66,87,66,88,67,84,63,86,61,88,61,85,61
12844,WEST PALM BEACH,FL,1948,2018,84,59,84,57,81,55,78,55,79,59,83,65,83,64,84,64,86,66,83,62,83,60,83,60,82,61
13873,ATHENS,GA,1955,2018,80,56,79,53,80,51,81,49,85,53,85,55,88,57,90,58,90,58,89,53,85,53,82,57,85,54
13874,ATLANTA,GA,1945,2018,79,58,77,55,77,52,78,49,81,52,82,55,86,58,87,58,86,57,84,53,81,54,80,59,81,55
3820,AUGUSTA,GA,1949,2018,83,53,83,50,83,48,84,46,84,48,85,52,87,54,90,56,90,55,90,50,88,49,85,53,86,51
93842,COLUMBUS,GA,1948,2018,82,57,82,54,83,50,84,47,83,49,84,52,88,56,89,55,87,55,87,51,85,52,84,57,85,53
3813,MACON,GA,1948,2018,83,55,84,52,84,50,85,47,85,48,85,52,88,55,91,55,91,55,89,50,87,50,85,55,86,52
3822,SAVANNAH,GA,1950,2018,83,54,83,51,83,49,83,47,84,51,86,55,87,57,90,60,90,60,88,54,87,52,84,55,86,54
21504,HILO,HI,1949,2018,78,66,79,65,81,66,82,67,81,67,81,66,83,67,83,69,81,67,82,69,83,71,81,69,81,67
22521,HONOLULU,HI,1949,2018,79,61,77,59,76,58,73,56,70,54,69,53,70,53,71,52,73,54,74,57,76,59,78,61,74,56
22516,KAHULUI,HI,1958,2018,81,61,80,60,80,60,77,59,75,57,73,56,74,56,74,56,75,56,77,58,79,61,80,62,77,58
22536,LIHUE,HI,1950,2018,80,66,80,66,79,66,77,67,76,66,76,66,77,66,77,66,77,65,78,67,80,69,80,68,78,66
24131,BOISE,ID,1948,2018,79,70,76,58,69,43,65,36,63,33,60,28,49,20,47,22,53,28,62,38,73,59,79,70,64,42
24149,LEWISTON,ID,1948,2018,79,71,77,61,72,50,70,42,69,39,66,36,54,24,52,24,61,31,74,48,80,67,80,73,69,47
24156,POCATELLO,ID,1948,2018,79,73,78,65,73,51,66,39,66,36,64,31,56,23,55,22,59,28,66,40,75,61,80,74,68,45
94846,CHICAGO,IL,1958,2018,78,68,78,65,79,60,76,54,77,54,78,55,81,55,85,57,85,56,82,57,80,63,80,70,80,60
14923,MOLINE,IL,1948,2018,77,68,78,65,79,59,78,53,80,53,82,55,85,57,89,59,87,55,82,54,79,62,80,69,81,59
14842,PEORIA,IL,1948,2018,80,70,81,66,81,60,78,54,80,56,82,57,86,58,89,60,87,56,84,56,82,64,83,71,83,61
94822,ROCKFORD,IL,1951,2018,80,71,81,67,81,61,79,53,80,54,82,55,86,56,90,58,89,56,85,56,83,65,83,72,83,60
93822,SPRINGFIELD,IL,1948,2018,80,69,81,67,81,61,79,55,81,54,83,55,86,58,90,59,88,53,84,54,81,63,82,70,83,60
93817,EVANSVILLE,IN,1948,2018,79,67,79,64,79,59,79,54,83,55,83,55,86,57,88,56,89,54,85,53,81,60,81,68,83,58
14827,FORT WAYNE,IN,1948,2018,82,72,82,69,81,62,78,55,77,54,79,54,82,55,87,57,87,55,85,56,83,66,84,74,82,61
93819,INDIANAPOLIS,IN,1948,2018,81,70,81,66,79,59,77,55,79,56,80,56,83,58,86,58,86,55,85,55,83,63,83,71,82,60
14848,SOUTH BEND,IN,1948,2018,82,73,82,69,80,61,76,54,76,54,78,55,81,56,86,58,86,56,84,58,82,66,83,74,81,61
14933,DES MOINES,IA,1945,2018,78,68,79,66,79,60,77,54,79,55,81,57,84,58,86,59,85,57,80,55,79,62,80,70,81,60
94908,DUBUQUE,IA,1951,2018,80,71,80,68,80,63,78,56,80,57,83,60,87,61,89,62,88,60,83,58,82,65,83,73,83,63
14943,SIOUX CITY,IA,1948,2018,78,69,80,67,81,62,79,52,80,53,83,56,87,59,89,61,87,56,82,54,81,62,81,70,82,60
94910,WATERLOO,IA,1949,2018,79,71,81,69,83,64,82,55,82,55,85,56,88,59,91,60,90,57,84,57,83,65,83,73,84,62
13984,CONCORDIA,KS,1948,2018,78,63,79,61,79,55,80,54,84,57,85,54,83,52,85,55,84,54,80,52,80,59,80,64,81,57
13985,DODGE CITY,KS,1948,2018,76,57,77,55,76,50,76,46,82,50,80,47,78,45,80,47,79,47,76,46,76,50,76,56,78,50
23065,GOODLAND,KS,1948,2018,70,61,72,56,71,48,71,43,76,47,74,42,73,40,75,42,71,42,68,47,69,58,70,62,72,49
13996,TOPEKA,KS,1948,2018,78,63,78,60,79,55,80,53,85,57,86,58,86,58,87,57,88,55,83,53,80,57,80,63,82,58
3928,WICHITA,KS,1954,2018,79,61,79,59,77,54,79,53,84,57,84,53,80,50,81,51,82,53,80,53,79,57,80,62,80,55
3889,JACKSON,KY,1981,2018,77,63,75,59,72,53,70,48,81,57,84,61,88,64,89,62,87,59,82,55,75,55,78,64,80,58
93820,LEXINGTON,KY,1948,2018,81,68,80,63,77,57,75,54,79,56,81,57,83,58,85,57,85,55,83,55,80,60,82,67,81,59
93821,LOUISVILLE,KY,1948,2018,78,64,77,60,75,55,74,50,79,54,80,55,81,56,84,55,85,54,83,53,79,58,79,64,79,56
3816,PADUCAH,KY,1949,2018,80,66,80,62,79,57,80,53,85,56,86,56,88,58,90,56,90,53,86,52,81,57,82,65,84,58
13970,BATON ROUGE,LA,1948,2018,85,62,85,60,86,56,89,55,91,56,92,59,92,62,93,61,92,59,90,54,88,57,86,62,89,59
3937,LAKE CHARLES,LA,1961,2018,87,66,87,64,89,61,90,60,92,61,92,62,93,63,93,62,92,61,90,56,89,60,88,65,90,62
12916,NEW ORLEANS,LA,1948,2018,84,65,84,63,84,60,87,59,88,59,89,63,90,65,91,65,88,64,87,59,86,61,85,65,87,62
13957,SHREVEPORT,LA,1948,2018,83,62,83,60,83,56,87,56,90,58,90,58,90,56,90,54,89,55,88,54,87,58,85,62,87,58
14607,CARIBOU,ME,1948,2018,76,66,76,62,75,59,74,55,73,52,77,56,81,58,84,59,86,60,85,62,84,70,81,71,79,61
14764,PORTLAND,ME,1948,2018,75,59,74,57,73,57,71,54,74,58,77,61,79,60,82,59,84,61,83,59,81,61,78,61,78,59
93721,BALTIMORE,MD,1949,2018,73,56,72,53,71,50,71,48,76,53,77,52,78,52,82,55,84,55,83,54,78,54,75,57,77,53
14753,BLUE HILL,MA,1998,2018,75,60,71,52,72,53,69,49,74,55,80,61,81,59,82,59,84,62,82,59,78,59,75,60,77,57
14739,BOSTON,MA,1945,2018,69,58,68,56,68,56,67,55,70,58,72,58,72,56,76,58,78,59,76,57,74,58,70,58,72,57
94746,WORCESTER,MA,1949,2018,73,61,73,58,71,55,68,49,70,52,74,57,76,57,79,58,81,60,79,57,77,60,76,63,75,57
94849,ALPENA,MI,1959,2018,82,71,81,65,82,60,78,53,76,52,80,54,83,54,88,58,90,60,87,62,84,68,83,73,83,61
94847,DETROIT,MI,1958,2018,80,69,79,64,78,58,75,53,76,53,77,54,80,53,84,56,86,56,84,57,81,64,81,70,80,59
14826,FLINT,MI,1948,2018,81,72,80,67,80,61,77,54,76,53,78,55,82,54,87,57,88,57,85,59,82,66,82,72,82,61
94860,GRAND RAPIDS,MI,1963,2018,82,73,81,68,80,61,77,55,77,53,80,55,82,55,87,58,88,59,85,61,82,68,83,74,82,62
94814,HOUGHTON LAKE,MI,1964,2018,84,73,83,67,83,60,79,53,76,50,80,54,84,54,89,58,91,61,88,64,86,71,85,76,84,62
14836,LANSING,MI,1948,2018,83,73,82,68,82,62,78,56,77,54,79,55,83,55,88,58,89,59,86,60,84,67,84,74,83,62
14840,MUSKEGON,MI,1948,2018,81,75,80,70,79,63,76,56,75,55,79,58,82,58,87,61,87,61,83,63,80,69,81,75,81,64
14847,SAULT STE. MARIE,MI,1948,2018,80,73,80,69,80,64,78,58,77,54,83,60,87,61,90,63,91,65,88,67,85,74,83,76,84,65
14913,DULUTH,MN,1948,2018,78,70,78,66,79,63,77,56,77,54,82,60,86,60,89,62,88,64,84,63,82,70,81,74,82,63
14918,INTERNATIONAL FALLS,MN,1948,2018,76,70,76,64,77,59,77,51,78,50,84,57,89,58,92,60,91,63,86,64,84,72,81,75,83,62
14922,MINNEAPOLIS-ST.PAUL,MN,1945,2018,77,68,77,65,77,61,74,51,75,51,79,54,81,54,84,56,84,58,80,58,80,65,79,71,79,59
14925,ROCHESTER,MN,1948,2018,81,74,81,72,82,68,80,57,80,56,83,58,87,60,89,62,88,60,83,59,83,69,83,76,83,64
14926,SAINT CLOUD,MN,1948,2018,79,70,79,67,81,63,80,51,80,50,85,55,88,55,91,58,90,58,85,58,83,67,82,72,84,60
3940,JACKSON,MS,1963,2018,85,62,86,59,86,55,89,54,91,55,91,56,93,58,93,57,93,56,92,53,89,57,87,62,90,57
13865,MERIDIAN,MS,1948,2018,87,60,87,57,88,53,91,51,92,54,92,55,93,58,93,56,92,55,92,52,89,54,88,60,90,55
93862,TUPELO,MS,1983,2018,81,62,82,59,81,54,84,52,87,55,88,56,89,57,91,55,90,54,89,53,85,57,83,63,86,57
3945,COLUMBIA,MO,1969,2018,80,66,80,63,79,58,79,55,85,60,87,60,88,58,89,58,88,57,85,57,81,62,82,68,84,60
3947,KANSAS CITY,MO,1972,2018,78,64,78,62,78,57,77,56,83,59,85,60,85,59,86,59,86,58,81,56,79,61,79,65,81,60
13994,ST. LOUIS,MO,1945,2018,79,65,79,62,78,57,76,53,80,55,81,55,82,55,85,55,85,54,82,54,79,59,80,66,81,58
13995,SPRINGFIELD,MO,1948,2018,79,63,79,60,79,57,79,55,85,60,87,60,87,57,88,55,87,56,83,55,80,59,80,64,83,58
24033,BILLINGS,MT,1948,2018,64,58,64,53,66,48,65,43,66,43,66,40,58,31,56,30,60,37,61,45,63,54,63,57,63,45
94008,GLASGOW,MT,1955,2018,77,75,79,73,77,59,69,42,68,40,70,41,66,33,62,31,66,38,70,49,76,66,78,75,72,52
24143,GREAT FALLS,MT,1948,2018,65,61,66,56,66,50,65,42,66,41,67,41,60,30,58,29,62,37,61,46,62,56,64,61,63,46
94012,HAVRE,MT,1961,2018,74,70,75,66,73,55,68,41,67,39,68,39,63,31,60,30,66,37,68,48,72,64,73,70,69,49
24144,HELENA,MT,1948,2018,71,64,71,56,68,47,66,40,67,39,67,39,61,29,61,29,66,35,69,45,71,58,72,66,67,46
24146,KALISPELL,MT,1948,2018,81,77,80,68,76,55,72,44,73,43,77,45,74,35,72,34,75,42,80,56,81,73,83,80,77,54
24153,MISSOULA,MT,1948,2018,84,76,82,66,78,52,74,42,75,42,76,42,68,29,67,29,74,37,80,51,83,71,85,79,77,51
14935,GRAND ISLAND,NE,1948,2018,78,64,80,62,80,57,79,51,83,54,83,52,84,54,86,55,84,51,80,49,79,56,79,63,81,56
14939,LINCOLN,NE,1948,2018,79,65,80,64,80,58,79,52,83,55,83,54,84,54,87,56,85,53,81,52,80,57,80,64,82,57
14941,NORFOLK,NE,1948,2018,77,64,79,64,81,59,79,50,81,51,83,53,85,54,87,56,84,52,80,50,79,58,79,66,81,56
24023,NORTH PLATTE,NE,1948,2018,80,61,81,59,82,53,81,48,85,52,85,52,85,51,87,52,84,48,83,47,82,53,81,59,83,53
14942,OMAHA,NE,1948,2018,79,66,80,64,79,58,77,52,81,54,83,56,85,57,87,59,86,56,81,54,80,60,80,67,81,59
24028,SCOTTSBLUFF,NE,1948,2018,70,59,71,52,70,45,70,42,74,44,73,41,73,38,74,40,72,40,70,44,70,54,71,60,72,47
24032,VALENTINE,NE,1976,2018,76,61,78,59,79,53,78,48,80,47,81,48,81,45,83,46,79,44,78,46,77,52,76,59,79,51
24121,ELKO,NV,1948,2018,77,62,75,54,71,42,66,33,64,30,58,24,48,18,47,18,52,21,61,29,71,49,76,63,64,37
23154,ELY,NV,1953,2018,71,57,71,51,66,41,62,34,60,30,50,22,46,21,49,22,52,23,58,32,65,46,69,56,60,36
23169,LAS VEGAS,NV,1948,2018,52,32,48,27,40,21,32,16,28,13,21,10,27,15,31,17,30,16,34,19,43,26,50,32,36,20
23185,RENO,NV,1949,2018,75,51,71,41,64,33,60,28,59,26,56,21,54,18,55,18,59,21,64,27,70,40,74,51,63,31
24128,WINNEMUCCA,NV,1949,2018,76,59,73,48,67,37,62,30,58,27,52,21,40,15,40,16,47,20,58,29,70,47,76,60,60,34
14745,CONCORD,NH,1948,2018,76,58,76,54,75,52,73,45,74,47,78,51,81,51,85,52,88,54,86,53,83,58,80,61,80,53
93730,ATLANTIC CITY,NJ,1958,2018,77,58,77,55,75,53,74,51,77,55,79,56,81,57,84,58,86,58,86,56,82,56,79,59,80,56
14734,NEWARK,NJ,1948,2018,72,57,70,53,68,50,65,47,69,51,70,51,71,51,75,52,77,54,77,52,75,54,73,57,72,53
23050,ALBUQUERQUE,NM,1948,2018,62,40,58,32,49,24,43,19,42,19,40,17,54,28,59,30,55,29,55,30,57,34,63,43,53,29
23051,CLAYTON,NM,1948,2018,58,47,59,42,57,36,57,33,62,35,62,34,67,40,68,43,65,42,58,42,57,47,57,52,61,41
23009,ROSWELL,NM,1949,2018,62,41,58,33,50,25,46,22,51,23,55,24,61,31,64,34,65,38,62,37,60,39,62,43,58,32
14735,ALBANY,NY,1945,2018,77,63,76,59,75,54,71,48,73,51,76,54,79,54,84,56,87,57,85,57,81,61,79,65,79,57
4725,BINGHAMTON,NY,1948,2018,80,70,79,65,78,61,75,55,78,55,82,59,84,58,88,59,89,63,85,61,82,67,82,72,82,62
14733,BUFFALO,NY,1946,2018,79,72,79,69,79,64,75,57,74,55,77,57,78,55,82,57,83,59,81,60,79,67,80,71,79,62
4781,ISLIP,NY,1974,2018,74,59,73,56,72,55,70,52,73,57,76,59,76,59,79,60,82,61,81,58,78,58,75,59,76,58
94728,NEW YORK Central Park,,1965,2018,67,56,65,53,65,50,64,47,71,53,73,56,73,54,75,55,77,57,75,55,71,56,68,58,70,54
94789,NEW YORK JFK AP,NY,1948,2018,71,59,70,57,69,55,69,54,72,58,74,60,74,58,76,59,78,59,77,57,75,58,72,59,73,58
14732,NEW YORK Laguardia AP,,1948,2018,67,57,66,54,66,52,66,50,70,52,71,53,71,52,74,54,75,56,73,55,70,56,68,58,70,54
14768,ROCHESTER,NY,1948,2018,79,69,80,67,79,62,76,55,76,53,78,55,81,54,85,56,87,59,85,60,81,66,81,71,80,61
14771,SYRACUSE,NY,1945,2018,78,68,78,65,78,60,74,53,75,53,77,55,78,55,83,56,85,59,84,59,80,65,79,70,79,60
3812,ASHEVILLE,NC,1948,2018,83,57,82,54,82,51,82,48,88,54,90,57,92,60,94,60,94,59,91,54,86,53,84,57,87,55
93729,CAPE HATTERAS,NC,1957,2018,79,67,79,65,78,63,77,61,80,66,81,68,84,70,84,69,82,68,80,65,81,65,80,67,81,66
13881,CHARLOTTE,NC,1948,2018,78,54,76,51,76,49,76,46,80,51,81,53,84,55,87,56,87,56,86,52,83,51,79,54,81,52
13723,GREENSBORO-WNSTN-SALM-,,1948,2018,78,54,76,51,76,49,75,46,80,53,82,54,85,57,88,58,88,58,86,53,81,51,79,54,81,53
13722,RALEIGH,NC,1948,2018,79,53,78,51,78,48,78,46,83,53,84,54,86,56,89,58,90,57,89,53,84,51,81,54,83,53
13748,WILMINGTON,NC,1948,2018,81,56,81,53,81,52,79,49,82,55,83,59,85,62,88,64,89,62,88,56,85,54,83,56,84,56
24011,BISMARCK,ND,1948,2018,77,71,79,69,82,64,80,50,80,49,84,53,85,49,85,48,83,50,80,53,81,65,80,71,81,58
14914,FARGO,ND,1948,2018,76,72,78,72,82,69,79,55,76,50,82,56,86,55,87,55,85,56,80,59,81,69,79,74,81,62
14916,GRAND FORKS,ND,1948,2018,77,74,80,74,83,71,82,57,80,51,84,56,88,56,90,55,88,56,83,59,83,71,81,76,83,63
94014,WILLISTON,ND,1962,2018,80,74,82,72,83,64,80,50,79,48,82,50,82,46,80,45,81,49,80,55,82,68,81,74,81,58
14895,AKRON,OH,1948,2018,81,70,80,67,79,61,76,54,77,55,80,56,82,56,86,57,87,58,84,58,81,64,81,71,81,60
93814,CINCINNATI,OH,1948,2018,80,68,79,64,77,58,75,53,79,55,81,56,84,57,86,56,87,55,84,55,80,61,81,68,81,59
14820,CLEVELAND,OH,1948,2018,79,70,79,67,78,62,75,56,76,56,77,57,80,56,83,58,83,58,80,59,78,64,79,70,79,61
14821,COLUMBUS,OH,1948,2018,78,68,78,64,76,57,75,52,78,53,79,54,82,55,85,55,86,55,83,55,80,61,80,68,80,58
93815,DAYTON,OH,1948,2018,80,70,80,66,79,60,76,54,77,55,79,55,82,55,85,55,86,54,83,55,81,63,82,71,81,60
14891,MANSFIELD,OH,1948,2018,83,73,82,70,81,64,77,57,78,56,80,58,82,57,86,59,87,59,84,58,82,66,84,74,82,63
94830,TOLEDO,OH,1955,2018,81,70,81,66,80,59,78,53,78,52,80,53,83,54,89,57,89,56,85,56,83,65,83,72,83,59
14852,YOUNGSTOWN,OH,1948,2018,81,71,80,67,79,62,76,55,78,54,81,56,84,56,87,57,88,59,85,59,81,65,82,72,82,61
13967,OKLAHOMA CITY,OK,1945,2018,78,59,78,57,76,53,78,52,84,58,85,57,82,51,82,50,83,54,80,53,79,54,78,58,80,55
13968,TULSA,OK,1948,2018,78,60,77,57,76,53,78,52,85,58,85,58,82,54,83,53,85,55,82,53,79,55,78,59,81,56
94224,ASTORIA,OR,1949,2018,86,79,85,74,86,72,86,70,87,70,87,71,87,70,88,71,87,71,88,74,86,79,86,81,86,74
94185,BURNS,OR,1980,2018,83,75,79,66,71,48,64,38,61,35,58,29,47,21,44,19,50,24,62,38,75,63,82,76,65,44
24221,EUGENE,OR,1948,2018,90,81,89,73,88,65,86,59,85,56,83,50,79,38,80,38,82,43,88,62,91,79,91,84,86,61
24225,MEDFORD,OR,1948,2018,90,71,86,57,83,50,79,43,77,39,73,33,67,25,67,26,72,29,82,44,89,67,91,76,80,47
24155,PENDLETON,OR,1938,2018,81,76,78,66,71,51,68,43,66,38,62,33,50,23,50,25,58,32,69,48,78,70,81,78,68,48
24229,PORTLAND,OR,1948,2018,84,76,84,66,83,60,82,55,80,53,79,50,77,44,78,44,82,48,86,62,86,74,85,78,82,59
24232,SALEM,OR,1948,2018,87,77,87,69,85,62,84,56,83,53,82,49,80,39,80,39,82,44,87,61,88,77,88,81,84,59
24235,SEXTON SUMMIT,OR,1948,2018,76,74,78,73,82,72,80,64,74,57,71,52,64,42,63,43,61,47,69,64,77,75,78,77,73,62
