Station_ID,City,State,Start_Date,End_Date,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
13964,FORT SMITH,AR,194510,202312,22,15,7,1,0,0,0,0,0,1,8,18,70
13963,LITTLE ROCK,AR,193804,202312,18,12,4,NA,0,0,0,0,0,NA,5,14,54
23155,BAKERSFIELD,CA,193710,202312,5,1,NA,0,0,0,0,0,0,NA,1,5,12
23157,BISHOP,CA,189502,202312,29,24,20,8,2,NA,0,0,NA,8,24,29,144
23225,BLUE CANYON,CA,194312,202312,16,16,16,10,4,NA,0,0,NA,2,9,15,90
93193,FRESNO,CA,194801,202312,7,3,1,NA,0,0,0,0,0,NA,1,7,18
23129,LONG BEACH,CA,194901,202312,NA,0,0,0,0,0,0,0,0,0,0,NA,0
93134,LOS ANGELES,CA,190604,202312,NA,NA,0,0,0,0,0,0,0,0,0,NA,0
24257,REDDING,CA,198609,202312,9,4,2,NA,0,0,0,0,0,NA,3,10,29
23232,SACRAMENTO,CA,194112,202312,7,2,NA,NA,0,0,0,0,0,0,1,6,17
23188,SAN DIEGO,CA,193907,202312,NA,0,0,0,0,0,0,0,0,0,0,0,0
23272,SAN FRANCISCO,CA,192101,202312,NA,NA,0,0,0,0,0,0,0,0,0,NA,0
23190,SANTA BARBARA,CA,194102,202312,2,1,NA,0,0,0,0,0,0,NA,NA,2,5
23273,SANTA MARIA,CA,194801,202312,5,3,1,NA,NA,0,0,0,0,NA,1,5,15
23237,STOCKTON,CA,194810,202312,8,3,1,NA,0,0,0,0,0,0,2,8,22
23061,ALAMOSA,CO,194801,202312,31,28,30,27,13,2,NA,NA,8,26,30,31,227
93037,COLORADO SPRINGS,CO,194804,202312,30,27,25,14,2,NA,0,0,1,9,24,29,161
3017,DENVER,CO,199408,202312,29,26,23,14,3,NA,0,0,1,9,22,29,156
23066,GRAND JUNCTION,CO,190001,202312,30,25,18,6,NA,0,0,0,NA,4,22,30,135
93058,PUEBLO,CO,195407,202312,30,27,24,11,1,0,0,0,NA,10,26,30,160
94702,BRIDGEPORT,CT,194807,202312,25,23,17,3,NA,0,0,0,0,1,8,21,97
14740,HARTFORD,CT,194901,202312,28,25,22,8,1,0,0,0,NA,5,16,26,131
13781,WILMINGTON,DE,193105,202312,24,22,15,3,NA,0,0,0,0,1,10,21,97
93738,WASHINGTON DULLES,DC,196112,202312,25,22,16,5,NA,0,0,0,NA,4,14,23,108
13743,WASHINGTON NAT'L,DC,194107,202312,21,17,8,1,0,0,0,0,0,NA,5,15,67
12834,DAYTONA BEACH,FL,193701,202312,2,1,NA,NA,0,0,0,0,0,0,NA,1,5
12835,FORT MYERS,FL,189201,202312,NA,NA,0,0,0,0,0,0,0,0,0,NA,0
12816,GAINESVILLE,FL,196006,202312,6,3,1,NA,0,0,0,0,0,NA,1,4,16
13889,JACKSONVILLE,FL,193804,202312,6,3,1,NA,0,0,0,0,0,0,1,4,15
12836,KEY WEST,FL,194801,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
12839,MIAMI,FL,194801,202312,NA,0,NA,0,0,0,0,0,0,0,0,NA,0
12815,ORLANDO,FL,195206,202312,1,NA,NA,0,0,0,0,0,0,0,NA,1,2
13899,PENSACOLA,FL,194807,202312,6,3,1,0,0,0,0,0,0,NA,1,4,13
93805,TALLAHASSEE,FL,194003,202312,9,6,2,NA,0,0,0,0,0,NA,3,8,28
12842,TAMPA,FL,193902,202312,1,NA,NA,0,0,0,0,0,0,0,NA,NA,2
12843,VERO BEACH,FL,194211,202312,1,NA,NA,0,0,0,0,0,0,0,0,NA,1
12844,WEST PALM BEACH,FL,193807,202312,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0
13873,ATHENS,GA,194406,202312,15,11,5,NA,0,0,0,0,0,NA,5,13,50
13874,ATLANTA,GA,193001,202312,14,9,4,NA,0,0,0,0,0,NA,4,11,42
3820,AUGUSTA,GA,194404,202312,15,11,5,1,0,0,0,0,0,1,7,13,51
93842,COLUMBUS,GA,194801,202312,12,8,3,NA,0,0,0,0,0,NA,4,10,37
3813,MACON,GA,194812,202312,13,9,4,NA,0,0,0,0,0,NA,5,11,42
3822,SAVANNAH,GA,194801,202312,9,5,2,NA,0,0,0,0,0,NA,2,7,26
21504,HILO,HI,194910,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
22521,HONOLULU,HI,194006,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
22516,KAHULUI,HI,195404,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
22536,LIHUE,HI,195002,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
24131,BOISE,ID,194001,202312,26,21,16,7,1,NA,0,0,NA,5,17,25,119
24149,LEWISTON,ID,194801,202312,20,16,11,3,NA,0,0,0,NA,3,12,20,86
24156,POCATELLO,ID,193901,202312,29,25,25,15,4,NA,0,NA,3,14,24,29,167
94846,CHICAGO,IL,195811,202312,28,25,20,7,1,0,0,0,NA,4,15,26,126
14923,MOLINE,IL,194306,202312,29,25,20,7,NA,0,0,0,NA,5,18,27,133
14842,PEORIA,IL,194305,202312,29,25,19,5,NA,0,0,0,NA,4,16,26,124
94822,ROCKFORD,IL,195101,202312,29,26,23,8,1,0,0,0,NA,6,19,28,141
93822,SPRINGFIELD,IL,190101,202312,27,23,16,4,NA,0,0,0,NA,3,14,24,111
93817,EVANSVILLE,IN,194801,202312,24,20,13,2,NA,0,0,0,0,2,13,21,95
14827,FORT WAYNE,IN,193908,202312,28,25,21,8,1,0,0,0,NA,4,16,25,129
93819,INDIANAPOLIS,IN,194801,202312,27,23,17,5,NA,0,0,0,NA,3,14,24,113
14848,SOUTH BEND,IN,189312,202312,28,25,22,9,1,0,0,0,NA,3,16,26,130
14933,DES MOINES,IA,194507,202312,30,26,20,7,NA,0,0,0,NA,4,18,28,134
94908,DUBUQUE,IA,195102,202312,30,27,24,9,1,0,0,0,NA,7,21,29,147
14943,SIOUX CITY,IA,194801,202312,31,27,23,9,1,0,0,0,1,8,23,30,153
94910,WATERLOO,IA,195003,202312,31,27,24,11,1,0,0,0,1,9,22,29,154
13984,CONCORDIA,KS,188505,202312,29,24,18,4,NA,0,0,0,NA,3,17,27,122
13985,DODGE CITY,KS,194801,202312,29,24,18,6,NA,0,0,0,NA,3,17,28,126
23065,GOODLAND,KS,189507,202312,30,27,24,12,2,NA,0,0,1,8,24,30,158
13996,TOPEKA,KS,194608,202312,29,23,16,4,NA,0,0,0,NA,3,16,26,119
3928,WICHITA,KS,195312,202312,28,22,13,3,NA,0,0,0,NA,2,14,26,107
3889,JACKSON,KY,198101,202312,21,17,11,2,NA,0,0,0,0,1,9,17,78
93820,LEXINGTON,KY,187211,202312,23,20,14,3,NA,0,0,0,NA,2,11,20,93
93821,LOUISVILLE,KY,194801,202312,23,18,11,2,NA,0,0,0,0,1,9,19,83
3816,PADUCAH,KY,194909,202312,23,18,11,2,0,0,0,0,0,2,11,19,86
13970,BATON ROUGE,LA,193001,202312,7,4,1,NA,0,0,0,0,0,NA,2,5,20
3937,LAKE CHARLES,LA,196111,202312,5,3,1,0,0,0,0,0,0,NA,1,4,13
12916,NEW ORLEANS,LA,194801,202312,4,2,NA,NA,0,0,0,0,0,0,1,3,10
13957,SHREVEPORT,LA,193907,202312,12,7,2,NA,0,0,0,0,0,NA,3,9,32
14607,CARIBOU,ME,193902,202312,31,28,29,21,5,NA,0,0,2,13,25,30,184
14764,PORTLAND,ME,194012,202312,30,27,25,13,2,0,0,0,1,8,19,28,152
93721,BALTIMORE,MD,193907,202312,24,21,14,3,NA,0,0,0,0,1,10,21,93
14753,BLUE HILL,MA,199804,202312,27,25,21,5,NA,0,0,0,0,2,12,23,115
14739,BOSTON,MA,193601,202312,26,23,17,2,0,0,0,0,0,NA,7,21,96
94746,WORCESTER,MA,194806,202312,29,26,24,9,NA,0,0,0,NA,4,16,27,135
94849,ALPENA,MI,191611,202312,30,28,28,20,7,1,0,NA,2,11,21,29,176
94847,DETROIT,MI,195901,202312,28,25,22,8,1,0,0,0,NA,3,15,25,128
14826,FLINT,MI,194805,202312,29,26,24,11,2,0,0,0,NA,6,17,26,142
94860,GRAND RAPIDS,MI,196312,202312,29,26,23,11,1,0,0,0,NA,5,17,27,139
94814,HOUGHTON LAKE,MI,196407,202312,30,28,27,17,5,NA,0,NA,2,10,21,29,170
14836,LANSING,MI,194801,202312,29,26,24,12,2,NA,0,0,1,7,18,27,145
14840,MUSKEGON,MI,189606,202312,29,26,24,11,1,NA,0,0,NA,4,15,26,136
14847,SAULT STE. MARIE,MI,193101,202312,30,28,29,20,6,NA,0,NA,1,8,21,29,174
14913,DULUTH,MN,194801,202312,31,28,29,20,5,NA,0,NA,2,12,26,31,182
14918,INTERNATIONAL FALLS,MN,190607,202312,31,28,29,22,8,NA,NA,NA,4,16,28,31,198
14922,MINNEAPOLIS-ST.PAUL,MN,193805,202312,31,27,25,10,1,0,0,0,NA,6,22,30,153
14925,ROCHESTER,MN,189303,202312,30,27,26,13,2,NA,0,NA,1,10,23,30,163
14926,SAINT CLOUD,MN,193911,202312,31,28,28,16,3,NA,0,0,2,12,26,30,176
3940,JACKSON,MS,196308,202312,14,10,3,NA,0,0,0,0,0,NA,5,12,44
13865,MERIDIAN,MS,194406,202312,15,10,5,NA,0,0,0,0,0,1,7,13,51
93862,TUPELO,MS,196212,202312,18,13,6,1,NA,0,0,0,NA,1,8,15,62
3945,COLUMBIA,MO,196911,202312,26,21,13,3,NA,0,0,0,NA,2,13,24,103
3947,KANSAS CITY,MO,197210,202312,27,22,14,4,NA,0,0,0,NA,2,13,25,108
13994,ST. LOUIS,MO,193804,202312,25,20,13,2,NA,0,0,0,NA,1,11,22,94
13995,SPRINGFIELD,MO,194008,202312,25,20,13,3,NA,0,0,0,NA,2,13,22,99
24033,BILLINGS,MT,194801,202312,28,24,23,12,2,NA,0,0,1,8,21,27,146
94008,GLASGOW,MT,194801,202312,31,28,28,16,3,NA,0,0,2,14,27,31,179
24143,GREAT FALLS,MT,193704,202312,27,25,25,16,4,NA,0,NA,2,11,21,26,158
94012,HAVRE,MT,196102,202312,30,27,28,17,4,NA,0,0,3,17,26,30,182
24144,HELENA,MT,193804,202312,29,26,27,17,4,NA,0,NA,3,15,26,29,177
24146,KALISPELL,MT,189606,202312,29,26,27,17,5,NA,NA,NA,4,17,25,29,178
24153,MISSOULA,MT,194801,202312,30,26,26,17,5,NA,NA,NA,3,16,26,30,179
14935,GRAND ISLAND,NE,193804,202312,30,27,23,8,1,0,0,0,NA,6,22,30,147
14939,LINCOLN,NE,194801,202312,30,26,21,8,1,0,0,0,NA,7,21,30,144
14941,NORFOLK,NE,194510,202312,31,27,23,10,1,0,0,0,1,8,23,30,153
24023,NORTH PLATTE,NE,194801,202312,31,28,27,14,3,NA,0,0,1,14,28,31,175
14942,OMAHA,NE,194801,202312,30,26,21,7,NA,0,0,0,NA,5,20,29,138
24028,SCOTTSBLUFF,NE,189301,202312,30,27,27,15,3,NA,0,NA,2,14,27,30,175
24032,VALENTINE,NE,194801,202312,31,28,27,15,3,NA,0,0,1,13,27,31,174
24121,ELKO,NV,188802,202312,30,27,27,20,10,2,NA,1,8,22,27,30,204
23154,ELY,NV,189301,202312,30,27,29,24,14,3,NA,NA,7,23,28,30,217
23169,LAS VEGAS,NV,194810,202312,9,4,1,NA,0,0,0,0,0,NA,2,9,25
23185,RENO,NV,193703,202312,27,24,22,14,4,1,0,NA,2,13,23,28,159
24128,WINNEMUCCA,NV,187707,202312,28,24,25,17,6,1,NA,NA,5,18,25,28,178
14745,CONCORD,NH,193904,202312,30,27,27,16,4,NA,0,NA,2,12,21,29,169
14755,MT. WASHINGTON,NH,194802,202312,31,28,31,28,19,6,1,2,11,22,28,31,238
93730,ATLANTIC CITY,NJ,195807,202312,24,22,17,5,NA,0,0,0,NA,2,12,22,104
14734,NEWARK,NJ,189301,202312,24,22,14,2,0,0,0,0,0,1,7,20,91
23050,ALBUQUERQUE,NM,193103,202312,27,21,13,3,NA,0,0,0,0,1,15,27,109
23051,CLAYTON,NM,189602,202312,29,25,21,9,1,NA,0,0,NA,5,20,28,137
23009,ROSWELL,NM,194901,202312,25,17,8,1,0,0,0,0,0,1,11,24,87
14735,ALBANY,NY,193806,202312,29,26,24,10,1,0,0,0,1,7,18,27,143
4725,BINGHAMTON,NY,195106,202312,29,26,25,12,1,0,0,0,NA,5,18,27,144
14733,BUFFALO,NY,193805,202312,28,26,24,10,NA,0,0,0,NA,2,14,25,129
4781,ISLIP,NY,196310,202312,25,23,17,4,NA,0,0,0,0,1,9,21,101
94728,NEW YORK Central Park,NY,186901,202312,22,20,13,2,NA,0,0,0,0,NA,5,17,81
94789,NEW YORK JFK AP,NY,194808,202312,22,20,12,1,0,0,0,0,0,NA,4,16,76
14732,NEW YORK Laguardia AP,NY,193911,202312,21,19,11,1,0,0,0,0,0,NA,3,15,70
14768,ROCHESTER,NY,192601,202312,28,26,23,10,1,0,0,0,NA,3,15,25,132
14771,SYRACUSE,NY,193805,202312,28,26,24,11,1,0,0,0,NA,4,15,26,136
3812,ASHEVILLE,NC,194601,202312,22,19,12,4,NA,0,0,0,NA,4,14,20,95
93729,CAPE HATTERAS,NC,195703,202312,9,7,3,NA,0,0,0,0,0,NA,1,5,24
13881,CHARLOTTE,NC,193907,202312,17,13,7,1,NA,0,0,0,0,1,7,15,62
13723,GREENSBORO-WNSTN-SALM-HGHPT,NC,192811,202312,21,17,10,2,NA,0,0,0,0,1,10,19,80
13722,RALEIGH,NC,194406,202312,19,15,9,2,NA,0,0,0,0,1,9,17,71
13748,WILMINGTON,NC,194801,202312,13,9,4,NA,0,0,0,0,0,NA,3,10,40
24011,BISMARCK,ND,194801,202312,31,28,29,18,4,NA,0,0,2,15,28,31,186
14914,FARGO,ND,189106,202312,31,28,28,16,4,NA,0,NA,2,12,26,31,177
14916,GRAND FORKS,ND,194104,202312,31,28,28,18,5,NA,NA,NA,2,15,28,31,186
94014,WILLISTON,ND,189401,201909,31,28,29,17,5,NA,0,NA,3,15,28,31,186
14895,AKRON,OH,194807,202312,27,24,21,9,1,NA,0,0,NA,3,15,25,125
93814,CINCINNATI,OH,194801,202312,25,21,16,4,NA,0,0,0,NA,3,13,22,103
14820,CLEVELAND,OH,193805,202312,27,24,21,8,1,NA,0,0,NA,2,13,23,118
14821,COLUMBUS,OH,194801,202312,26,23,18,6,NA,0,0,0,NA,3,13,23,112
93815,DAYTON,OH,194801,202312,27,23,18,6,NA,0,0,0,NA,3,14,24,114
14891,MANSFIELD,OH,194812,202312,27,24,21,9,1,0,0,0,0,4,15,25,126
94830,TOLEDO,OH,195501,202312,28,25,22,9,1,NA,0,0,NA,5,16,25,132
14852,YOUNGSTOWN,OH,193408,202312,27,25,22,10,1,NA,0,NA,NA,4,15,25,130
13967,OKLAHOMA CITY,OK,194801,202312,23,16,8,1,NA,0,0,0,0,1,8,19,76
13968,TULSA,OK,193812,202312,22,16,8,1,0,0,0,0,0,1,8,19,75
94224,ASTORIA,OR,195302,202312,8,7,5,2,NA,0,0,0,0,1,4,7,34
94185,BURNS,OR,197306,202312,30,27,27,21,9,2,NA,1,7,22,27,29,203
24221,EUGENE,OR,193806,202312,13,10,7,2,NA,NA,0,0,NA,2,7,11,54
24225,MEDFORD,OR,192801,202312,18,14,10,4,NA,NA,0,0,NA,3,11,16,77
24155,PENDLETON,OR,192801,202312,21,17,11,4,NA,0,0,0,NA,4,13,20,90
24229,PORTLAND,OR,193804,202312,11,8,4,1,NA,0,0,0,0,1,5,9,38
24232,SALEM,OR,189301,202312,13,10,7,3,NA,NA,0,NA,NA,2,7,11,54
24235,SEXTON SUMMIT,OR,194801,202311,17,16,18,14,6,NA,0,0,NA,2,10,17,101
14737,ALLENTOWN,PA,194801,202312,27,24,20,6,NA,0,0,0,NA,3,15,25,121
14860,ERIE,PA,192601,202312,27,25,23,9,1,NA,0,0,0,1,10,23,118
14711,MIDDLETOWN/HARRISBURG,PA,194101,202312,26,23,16,3,NA,0,0,0,0,1,11,23,103
13739,PHILADELPHIA,PA,194007,202312,24,21,13,2,NA,0,0,0,0,1,7,20,88
94823,PITTSBURGH,PA,194801,202312,26,23,19,7,1,0,0,0,NA,3,14,24,118
14777,AVOCA,PA,194901,202312,27,24,21,8,1,0,0,0,NA,4,15,24,124
14778,WILLIAMSPORT,PA,194805,202312,28,25,21,7,1,0,0,0,NA,4,15,25,125
14765,PROVIDENCE,RI,194801,202312,27,24,20,5,NA,0,0,0,NA,2,12,24,114
13782,CHARLESTON,SC,189301,202312,4,3,NA,0,0,0,0,0,0,0,NA,3,10
13883,COLUMBIA,SC,194801,202312,15,11,5,1,0,0,0,0,0,1,7,13,53
3870,GREENVILLE-SPARTANBURG,SC,196211,202312,18,13,6,1,NA,0,0,0,0,1,6,14,60
14929,ABERDEEN,SD,189301,202312,31,28,28,16,3,NA,0,NA,2,14,27,30,179
14936,HURON,SD,188107,202312,31,28,27,13,2,NA,0,0,1,11,26,31,171
24090,RAPID CITY,SD,194805,202312,30,27,27,16,3,NA,0,0,1,12,25,30,172
14944,SIOUX FALLS,SD,193201,202312,31,28,26,13,2,0,0,0,1,10,25,30,164
13877,BRISTOL-JHNSN CTY-KNGSPRT,TN,193710,202312,22,18,13,4,NA,0,0,0,0,3,14,21,95
13882,CHATTANOOGA,TN,193804,202312,18,14,7,1,0,0,0,0,0,1,9,16,67
13891,KNOXVILLE,TN,191001,202312,18,14,8,1,NA,0,0,0,0,1,9,16,67
13893,MEMPHIS,TN,194002,202312,17,12,5,NA,0,0,0,0,0,NA,5,13,52
13897,NASHVILLE,TN,194801,202312,20,15,9,1,0,0,0,0,0,1,9,17,72
3841,OAK RIDGE,TN,194808,202312,21,17,11,2,NA,0,0,0,0,2,11,18,81
13962,ABILENE,TX,194801,202312,16,10,4,NA,0,0,0,0,0,NA,5,13,50
23047,AMARILLO,TX,194701,202312,27,22,14,4,NA,0,0,0,NA,2,15,26,110
13958,AUSTIN,TX,193806,202312,7,4,1,NA,0,0,0,0,0,NA,1,4,17
12919,BROWNSVILLE,TX,189812,202312,1,1,NA,0,0,0,0,0,0,0,NA,1,2
12924,CORPUS CHRISTI,TX,194801,202312,2,1,NA,0,0,0,0,0,0,NA,NA,1,6
13960,DALLAS,TX,193908,202312,12,7,2,NA,0,0,0,0,0,NA,2,8,30
22010,DEL RIO,TX,195105,202312,5,3,1,0,0,0,0,0,0,NA,1,5,14
23044,EL PASO,TX,193804,202312,17,10,4,NA,NA,0,0,0,0,NA,6,16,53
12923,GALVESTON,TX,194608,202312,2,1,NA,0,0,0,0,0,0,0,NA,NA,3
12960,HOUSTON,TX,196906,202312,5,3,1,NA,0,0,0,0,0,NA,1,4,14
23042,LUBBOCK,TX,194701,202312,25,18,10,2,NA,0,0,0,0,1,11,23,89
23023,MIDLAND-ODESSA,TX,193006,202312,19,12,5,1,NA,0,0,0,0,NA,7,17,61
12917,PORT ARTHUR,TX,194710,202312,5,2,1,NA,0,0,0,0,0,NA,1,3,12
23034,SAN ANGELO,TX,190708,202312,16,10,4,1,0,0,0,0,0,NA,5,14,50
12921,SAN ANTONIO,TX,194609,202312,7,4,1,NA,0,0,0,0,0,NA,2,5,19
12912,VICTORIA,TX,195303,202312,4,2,1,0,0,0,0,0,0,NA,1,3,10
13959,WACO,TX,194101,202312,12,7,2,NA,0,0,0,0,0,NA,3,9,33
13966,WICHITA FALLS,TX,190701,202312,19,12,6,1,0,0,0,0,0,NA,6,16,60
24127,SALT LAKE CITY,UT,194801,202312,27,22,15,6,1,0,0,0,NA,4,18,27,121
14742,BURLINGTON,VT,194012,202312,29,27,26,14,2,0,0,0,1,8,18,27,152
13733,LYNCHBURG,VA,194408,202312,23,19,12,3,NA,0,0,0,0,2,11,20,90
13737,NORFOLK,VA,194601,202312,16,13,5,NA,0,0,0,0,0,NA,3,12,48
13740,RICHMOND,VA,193903,202312,21,18,11,2,NA,0,0,0,0,1,9,19,81
13741,ROANOKE,VA,194801,202312,22,18,11,2,NA,0,0,0,0,2,10,19,84
93739,WALLOPS ISLAND,VA,196610,202312,21,17,10,1,0,0,0,0,0,NA,6,16,71
24227,OLYMPIA,WA,194106,202312,15,14,14,8,2,NA,0,0,NA,5,10,14,82
94240,QUILLAYUTE,WA,196608,202312,11,11,9,5,NA,0,0,0,NA,3,7,12,58
24233,SEATTLE,WA,194801,202312,9,7,3,NA,NA,0,0,0,0,NA,4,8,32
24157,SPOKANE,WA,188908,202312,26,23,19,8,1,0,0,0,NA,7,18,26,128
24160,WALLA WALLA,WA,194901,202312,19,13,7,1,NA,0,0,0,NA,2,10,19,71
24243,YAKIMA,WA,194610,202312,28,24,21,12,3,NA,0,0,1,11,22,28,148
3872,BECKLEY,WV,196306,202312,25,21,16,6,1,NA,0,0,NA,5,14,22,110
13866,CHARLESTON,WV,194712,202312,23,20,14,4,NA,0,0,0,0,3,13,20,97
13729,ELKINS,WV,192601,202312,26,24,21,11,2,NA,NA,0,1,9,20,25,139
3860,HUNTINGTON,WV,196101,202312,23,20,13,3,NA,0,0,0,NA,3,11,19,93
14898,GREEN BAY,WI,188609,202312,30,27,26,13,2,NA,0,0,1,7,21,29,155
14920,LA CROSSE,WI,193804,202312,30,27,25,10,1,NA,0,0,NA,6,21,29,148
14837,MADISON,WI,193910,202312,30,27,25,12,2,NA,0,0,1,8,21,29,154
14839,MILWAUKEE,WI,193804,202312,29,26,23,8,1,0,0,0,NA,3,17,27,133
24089,CASPER,WY,194808,202312,29,26,27,20,7,NA,NA,NA,3,16,25,29,182
24018,CHEYENNE,WY,191501,202312,29,26,27,18,5,NA,0,0,2,12,25,28,174
24021,LANDER,WY,194801,202312,31,28,28,18,5,NA,0,0,2,14,27,31,183
24029,SHERIDAN,WY,194801,202312,30,27,28,18,5,NA,0,NA,3,16,27,30,185
41415,GUAM,PC,194509,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
40309,KOROR,PC,195107,202310,0,0,0,0,0,0,0,0,0,0,0,0,0
40604,KWAJALEIN- MARSHALL IS.,PC,195205,202311,0,0,0,0,0,0,0,0,0,0,0,0,0
40710,MAJURO- MARSHALL IS,PC,195502,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
61705,PAGO PAGO- AMER SAMOA,PC,196604,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
40504,POHNPEI- CAROLINE IS.,PC,195107,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
40505,CHUUK- E. CAROLINE IS.,PC,195107,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
40308,YAP- W CAROLINE IS.,PC,195107,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
11641,SAN JUAN,PR,195601,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
