Station_ID,City,State,Start_Date,End_Date,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
3103,FLAGSTAFF,AZ,189311,202312,0,0,0,0,NA,1,2,NA,NA,0,0,0,4
23183,PHOENIX,AZ,193306,202312,0,NA,2,10,23,29,31,31,28,16,1,0   1,70
23160,TUCSON,AZ,194606,202312,0,NA,1,6,19,29,29,29,25,11,NA,0   1,48
23194,WINSLOW,AZ,189810,202312,0,0,0,NA,3,19,25,19,8,NA,0,0,75
13964,FORT SMITH,AR,194510,202312,0,0,NA,NA,3,15,24,23,11,2,0,0,78
13963,LITTLE ROCK,AR,193804,202312,0,0,NA,NA,4,16,23,21,10,1,0,0,75
23155,BAKERSFIELD,CA,193710,202312,0,0,NA,2,9,19,29,27,18,5,NA,0   1,10
23157,BISHOP,CA,189502,202312,0,0,0,NA,5,18,28,26,14,1,0,0,92
23225,BLUE CANYON,CA,194312,202312,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1
93193,FRESNO,CA,194801,202312,0,0,NA,2,9,19,29,28,18,4,NA,0   1,9
23129,LONG BEACH,CA,194901,202312,NA,NA,NA,1,1,1,3,5,6,3,1,NA,22
93134,LOS ANGELES,CA,6/4/19,202312,NA,NA,NA,1,1,1,3,4,5,3,1,NA,21
24257,REDDING,CA,198609,202312,0,0,0,1,7,18,28,27,19,5,0,0   1,6
23232,SACRAMENTO,CA,194112,202312,0,0,0,1,5,12,21,19,13,3,0,0,75
23188,SAN DIEGO,CA,193907,202312,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,3
23272,SAN FRANCISCO,CA,192101,202312,0,0,0,NA,NA,NA,NA,NA,1,NA,0,0,2
23190,SANTA BARBARA,CA,194101,202312,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,0,3
23273,SANTA MARIA,CA,194801,202312,0,0,NA,NA,NA,NA,NA,NA,1,2,NA,NA,5
23237,STOCKTON,CA,194810,202312,0,0,0,1,6,14,24,22,14,3,0,0,84
23061,ALAMOSA,CO,194801,202312,0,0,0,0,NA,1,2,NA,0,0,0,0,3
93037,COLORADO SPRINGS,CO,194804,202312,0,0,0,0,NA,5,10,5,1,0,0,0,20
3017,DENVER,CO,199503,202312,0,0,0,0,1,9,19,14,5,0,0,0,47
23066,GRAND JUNCTION,CO,190001,202312,0,0,0,0,1,14,24,18,4,0,0,0,60
93058,PUEBLO,CO,195407,202312,0,0,0,NA,3,15,23,19,8,NA,0,0,68
94702,BRIDGEPORT,CT,194807,202312,0,0,0,NA,NA,1,4,2,NA,0,0,0,8
14740,HARTFORD,CT,194901,202312,0,0,0,NA,1,4,8,5,1,NA,0,0,19
13781,WILMINGTON,DE,193105,202312,0,0,0,NA,1,4,9,6,2,NA,0,0,21
93738,WASHINGTON DULLES,DC,196112,202312,0,0,0,NA,1,6,12,9,3,NA,0,0,31
13743,WASHINGTON NAT'L,DC,194107,202312,0,0,0,NA,2,7,14,10,3,NA,0,0,36
12834,DAYTONA BEACH,FL,193701,202312,0,0,NA,1,6,12,18,16,7,1,NA,0,60
12835,FORT MYERS,FL,189201,202312,0,NA,1,3,13,19,22,23,17,5,NA,NA ,2
12816,GAINESVILLE,FL,196006,202312,0,NA,NA,2,11,18,22,21,11,1,NA,0,87
13889,JACKSONVILLE,FL,193804,202312,0,0,NA,1,8,17,24,21,10,1,0,0,82
12836,KEY WEST,FL,194801,202312,0,0,0,NA,1,7,16,17,8,1,0,0,50
12839,MIAMI,FL,194801,202312,0,0,NA,2,4,12,19,20,12,3,NA,NA,72
12815,ORLANDO,FL,195206,202312,0,0,1,3,11,18,24,23,16,4,NA,NA   1,1
13899,PENSACOLA,FL,194807,202312,0,0,NA,NA,3,14,19,18,10,1,0,0,64
93805,TALLAHASSEE,FL,194003,202312,0,0,NA,1,10,19,23,22,14,2,0,0,92
12842,TAMPA,FL,193902,202312,0,0,NA,1,9,17,21,22,16,3,NA,0,89
12843,VERO BEACH,FL,194211,202312,0,NA,NA,1,4,11,17,19,8,2,NA,0,63
12844,WEST PALM BEACH,FL,193807,202312,0,NA,1,2,4,12,20,22,12,2,NA,NA,76
13873,ATHENS,GA,194406,202312,0,0,0,NA,3,13,18,16,6,NA,0,0,56
13874,ATLANTA,GA,193001,202312,0,0,0,NA,2,10,15,12,5,NA,0,0,44
3820,AUGUSTA,GA,194404,202312,0,0,NA,1,7,17,23,21,10,1,NA,0,80
93842,COLUMBUS,GA,194801,202312,0,0,0,NA,6,17,22,21,11,1,0,0,78
3813,MACON,GA,194812,202312,0,0,NA,1,8,18,24,22,11,1,0,0,86
3822,SAVANNAH,GA,194801,202312,0,0,NA,1,6,15,22,19,8,1,0,0,73
21504,HILO,HI,194910,202312,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1
22521,HONOLULU,HI,194006,202312,0,0,0,NA,NA,1,4,9,7,3,NA,0,25
22516,KAHULUI,HI,195404,202312,NA,NA,NA,NA,1,3,4,7,8,5,1,NA,29
22536,LIHUE,HI,195002,202312,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
24131,BOISE,ID,194001,202312,0,0,0,NA,1,6,20,17,4,NA,0,0,49
24149,LEWISTON,ID,194801,202312,0,0,0,NA,1,5,17,16,4,0,0,0,43
24156,POCATELLO,ID,193901,202312,0,0,0,0,NA,4,16,13,2,NA,0,0,36
94846,CHICAGO,IL,195811,202312,0,0,0,NA,1,4,6,4,2,NA,0,0,17
14923,MOLINE,IL,194306,202312,0,0,0,NA,1,6,8,6,2,NA,0,0,23
14842,PEORIA,IL,194305,202312,0,0,0,NA,NA,5,8,6,2,NA,0,0,23
94822,ROCKFORD,IL,195101,202312,0,0,0,NA,1,4,6,4,2,NA,0,0,16
93822,SPRINGFIELD,IL,1/1/19,202312,0,0,NA,NA,2,7,12,8,4,NA,0,0,33
93817,EVANSVILLE,IN,194801,202312,0,0,0,NA,2,9,15,11,5,NA,0,0,42
14827,FORT WAYNE,IN,193908,202312,0,0,0,0,1,4,6,4,2,NA,0,0,16
93819,INDIANAPOLIS,IN,194801,202312,0,0,0,0,NA,4,7,5,2,NA,0,0,19
14848,SOUTH BEND,IN,189312,202312,0,0,0,NA,1,4,6,4,2,NA,0,0,17
14933,DES MOINES,IA,194507,202312,0,0,NA,NA,1,5,9,7,2,NA,0,0,24
94908,DUBUQUE,IA,195102,202312,0,0,0,NA,NA,2,3,2,1,NA,0,0,8
14943,SIOUX CITY,IA,194801,202312,0,0,NA,NA,2,6,10,7,3,NA,0,0,28
94910,WATERLOO,IA,195003,202312,0,0,0,NA,1,4,6,4,2,NA,0,0,17
13984,CONCORDIA,KS,188505,202312,0,0,NA,NA,2,9,17,15,7,1,0,0,50
13985,DODGE CITY,KS,194801,202312,0,0,NA,1,4,14,21,19,9,1,NA,0,68
23065,GOODLAND,KS,189507,202312,0,0,NA,NA,2,10,19,16,7,1,0,0,55
13996,TOPEKA,KS,194608,202312,0,0,0,NA,2,9,16,14,6,1,0,0,48
3928,WICHITA,KS,195312,202312,0,0,0,NA,2,13,21,19,8,1,0,0,65
3889,JACKSON,KY,198101,202312,0,0,0,NA,NA,2,5,4,2,NA,0,0,14
93820,LEXINGTON,KY,187211,202312,0,0,0,NA,1,5,9,7,3,NA,0,0,24
93821,LOUISVILLE,KY,194801,202312,0,0,0,NA,1,8,13,11,5,NA,0,0,38
3816,PADUCAH,KY,194909,202312,0,0,0,NA,1,10,16,13,5,NA,0,0,46
13970,BATON ROUGE,LA,193001,202312,0,0,NA,NA,6,20,24,23,14,2,0,0,90
3937,LAKE CHARLES,LA,196111,202312,0,0,NA,NA,3,16,23,24,14,2,0,0,81
12916,NEW ORLEANS,LA,194801,202312,0,0,0,NA,5,17,22,21,11,1,0,0,77
13957,SHREVEPORT,LA,193907,202312,0,0,NA,NA,5,19,26,26,15,3,0,0,94
14607,CARIBOU,ME,193902,202312,0,0,0,0,NA,NA,1,NA,NA,0,0,0,2
14764,PORTLAND,ME,194012,202312,0,0,0,NA,NA,1,2,1,NA,0,0,0,5
93721,BALTIMORE,MD,193907,202312,0,0,0,NA,2,7,12,8,3,NA,0,0,32
14753,BLUE HILL,MA,199804,202312,0,0,0,NA,1,2,4,2,1,0,0,0,9
14739,BOSTON,MA,193601,202312,0,0,0,NA,1,3,6,4,1,NA,0,0,13
94746,WORCESTER,MA,194806,202312,0,0,0,NA,NA,1,2,1,NA,0,0,0,3
94849,ALPENA,MI,191611,202312,0,0,0,NA,NA,2,3,2,1,NA,0,0,8
94847,DETROIT,MI,195812,202312,0,0,0,0,NA,3,5,3,1,NA,0,0,12
14826,FLINT,MI,194805,202312,0,0,0,0,NA,2,4,2,1,0,0,0,9
94860,GRAND RAPIDS,MI,196312,202312,0,0,0,0,NA,2,5,2,1,0,0,0,10
94814,HOUGHTON LAKE,MI,196407,202312,0,0,0,0,NA,1,2,1,NA,0,0,0,4
14836,LANSING,MI,194801,202312,0,0,0,0,NA,2,4,2,1,0,0,0,10
14840,MUSKEGON,MI,189606,202312,0,0,0,0,NA,1,2,1,NA,0,0,0,3
14847,SAULT STE. MARIE,MI,193101,202312,0,0,0,0,NA,NA,1,NA,NA,0,0,0,2
14913,DULUTH,MN,194801,202312,0,0,0,0,NA,NA,1,1,NA,0,0,0,2
14918,INTERNATIONAL FALLS,MN,6/7/19,202312,0,0,0,NA,NA,1,2,1,NA,0,0,0,4
14922,MINNEAPOLIS-ST.PAUL,MN,193805,202312,0,0,0,NA,1,3,6,4,1,NA,0,0,15
14925,ROCHESTER,MN,189303,202312,0,0,0,NA,1,3,4,3,1,NA,0,0,11
14926,SAINT CLOUD,MN,193911,202312,0,0,0,NA,1,2,4,3,1,NA,0,0,10
3940,JACKSON,MS,196308,202312,0,0,0,NA,5,18,24,23,13,1,0,0,85
13865,MERIDIAN,MS,194406,202312,0,0,NA,NA,6,18,24,23,13,2,0,0,86
93862,TUPELO,MS,196212,202312,0,0,0,NA,3,15,22,20,10,1,0,0,72
3945,COLUMBIA,MO,196911,202312,0,0,0,NA,1,6,14,12,4,NA,0,0,37
3947,KANSAS CITY,MO,197210,202312,0,0,0,NA,1,7,14,12,4,NA,0,0,38
13994,ST. LOUIS,MO,193804,202312,0,0,0,NA,2,10,16,13,5,NA,0,0,46
13995,SPRINGFIELD,MO,194008,202312,0,0,0,NA,NA,7,16,14,4,NA,0,0,41
24033,BILLINGS,MT,194801,202312,0,0,0,NA,NA,3,13,11,2,NA,0,0,31
94008,GLASGOW,MT,194801,202312,0,0,0,NA,1,3,10,10,2,NA,0,0,26
24143,GREAT FALLS,MT,193704,202312,0,0,0,0,NA,2,9,8,1,NA,0,0,20
94012,HAVRE,MT,196102,202312,0,0,0,NA,NA,3,11,10,2,NA,0,0,27
24144,HELENA,MT,193804,202312,0,0,0,0,NA,2,10,8,1,0,0,0,21
24146,KALISPELL,MT,189606,202312,0,0,0,0,NA,1,5,4,NA,0,0,0,11
24153,MISSOULA,MT,194801,202312,0,0,0,0,NA,2,11,9,1,0,0,0,24
14935,GRAND ISLAND,NE,193804,202312,0,0,NA,NA,2,8,14,11,5,NA,0,0,41
14939,LINCOLN,NE,194801,202312,0,0,NA,NA,2,9,15,11,5,NA,0,0,43
14941,NORFOLK,NE,194510,202312,0,0,NA,1,1,7,11,8,4,NA,0,0,32
24023,NORTH PLATTE,NE,194801,202312,0,0,NA,NA,1,7,14,12,5,NA,0,0,39
14942,OMAHA,NE,194801,202312,0,0,NA,NA,2,8,13,9,4,NA,0,0,35
24028,SCOTTSBLUFF,NE,189301,202312,0,0,0,NA,1,8,17,14,5,NA,0,0,46
24032,VALENTINE,NE,194801,202312,0,0,0,NA,1,7,15,13,5,NA,0,0,41
24121,ELKO,NV,189001,202312,0,0,0,0,NA,6,21,17,3,NA,0,0,47
23154,ELY,NV,189301,202312,0,0,0,0,NA,3,12,6,1,0,0,0,22
23169,LAS VEGAS,NV,194810,202312,0,0,NA,4,15,26,31,30,23,6,0,0   1,36
23185,RENO,NV,193703,202312,0,0,0,NA,1,8,22,19,6,NA,0,0,56
24128,WINNEMUCCA,NV,187707,202312,0,0,0,NA,1,7,21,18,5,NA,0,0,51
14745,CONCORD,NH,193904,202312,0,0,0,NA,1,3,5,3,1,NA,0,0,13
14755,MT. WASHINGTON,NH,194802,202312,0,0,0,0,0,0,0,0,0,0,0,0,0
93730,ATLANTIC CITY,NJ,195807,202312,0,0,0,NA,1,4,8,5,1,NA,0,0,20
14734,NEWARK,NJ,189301,202312,0,0,0,NA,1,5,9,6,2,NA,0,0,23
23050,ALBUQUERQUE,NM,193103,202312,0,0,0,0,2,18,23,17,4,NA,0,0,64
23051,CLAYTON,NM,189602,202312,0,0,0,NA,1,10,15,11,4,NA,0,0,41
23009,ROSWELL,NM,194901,202312,0,NA,NA,2,12,23,26,23,12,2,0,0   1,1
14735,ALBANY,NY,193806,202312,0,0,0,NA,NA,2,5,3,1,NA,0,0,11
4725,BINGHAMTON,NY,195106,202312,0,0,0,0,0,NA,1,1,NA,0,0,0,2
14733,BUFFALO,NY,193805,202312,0,0,0,NA,NA,1,2,1,NA,0,0,0,4
4781,ISLIP,NY,196310,202312,0,0,0,NA,NA,1,3,2,NA,0,0,0,7
94728,NEW YORK Central Park,NY,186901,202312,0,0,0,NA,1,3,6,4,1,NA,0,0,15
94789,NEW YORK JFK AP,NY,194808,202312,0,0,0,NA,NA,2,4,3,1,NA,0,0,10
14732,NEW YORK Laguardia AP,NY,193911,202312,0,0,0,NA,1,4,7,5,1,NA,0,0,18
14768,ROCHESTER,NY,192601,202312,0,0,0,NA,NA,2,4,2,1,NA,0,0,10
14771,SYRACUSE,NY,193805,202312,0,0,0,NA,NA,2,4,2,1,0,0,0,10
3812,ASHEVILLE,NC,194601,202312,0,0,0,0,NA,2,5,3,1,NA,0,0,11
93729,CAPE HATTERAS,NC,195703,202312,0,0,0,0,NA,1,3,2,NA,NA,0,0,6
13881,CHARLOTTE,NC,193907,202312,0,0,NA,NA,2,10,16,13,5,NA,0,0,47
13723,GREENSBORO-WNSTN-SALM-HGHPT,NC,192811,202312,0,0,NA,NA,2,7,12,9,3,NA,0,0,34
13722,RALEIGH,NC,194406,202312,0,0,NA,NA,2,10,15,12,4,NA,0,0,45
13748,WILMINGTON,NC,194801,202312,0,0,0,1,3,9,16,13,4,NA,0,0,46
24011,BISMARCK,ND,194801,202312,0,0,0,NA,1,3,8,8,2,NA,0,0,22
14914,FARGO,ND,189106,202312,0,0,0,NA,1,2,5,4,1,NA,0,0,14
14916,GRAND FORKS,ND,194104,202312,0,0,0,NA,1,2,4,4,1,NA,0,0,12
94014,WILLISTON,ND,189401,201909,0,0,0,NA,1,2,8,7,2,NA,0,0,20
14895,AKRON,OH,194807,202312,0,0,0,0,NA,2,4,2,1,NA,0,0,9
93814,CINCINNATI,OH,194801,202312,0,0,0,0,1,4,8,7,3,NA,0,0,23
14820,CLEVELAND,OH,193805,202312,0,0,0,0,NA,3,5,3,1,NA,0,0,13
14821,COLUMBUS,OH,194801,202312,0,0,0,0,1,5,7,5,2,NA,0,0,19
93815,DAYTON,OH,194801,202312,0,0,0,0,NA,4,6,4,2,NA,0,0,16
14891,MANSFIELD,OH,194812,202312,0,0,0,0,NA,1,3,2,1,NA,0,0,7
94830,TOLEDO,OH,195501,202312,0,0,0,0,1,4,6,4,1,NA,0,0,17
14852,YOUNGSTOWN,OH,193408,202312,0,0,0,NA,NA,2,4,2,1,0,0,0,9
13967,OKLAHOMA CITY,OK,194801,202312,0,NA,NA,1,3,13,23,22,9,1,0,0,72
13968,TULSA,OK,193812,202312,0,NA,NA,1,2,14,24,22,10,1,0,0,74
94224,ASTORIA,OR,195302,202312,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1
94185,BURNS,OR,197503,202312,0,0,0,0,NA,2,14,11,2,NA,0,0,29
24221,EUGENE,OR,193806,202312,0,0,0,0,NA,2,7,6,2,NA,0,0,17
24225,MEDFORD,OR,192801,202312,0,0,0,NA,2,7,18,18,9,1,0,0,55
24155,PENDLETON,OR,192801,202312,0,0,0,NA,1,5,15,12,3,NA,0,0,37
24229,PORTLAND,OR,193804,202312,0,0,0,NA,NA,2,4,5,2,NA,0,0,13
24232,SALEM,OR,189301,202312,0,0,0,NA,NA,2,6,6,2,NA,0,0,16
24235,SEXTON SUMMIT,OR,194801,202311,0,0,0,0,NA,NA,1,1,NA,0,0,0,3
14737,ALLENTOWN,PA,194801,202312,0,0,0,NA,1,3,7,4,1,NA,0,0,17
14860,ERIE,PA,192601,202312,0,0,0,0,NA,1,2,1,NA,0,0,0,4
14711,MIDDLETOWN/HARRISBURG,PA,194101,202312,0,0,0,NA,1,5,9,6,2,NA,0,0,23
13739,PHILADELPHIA,PA,194007,202312,0,0,0,NA,1,5,11,7,2,NA,0,0,26
94823,PITTSBURGH,PA,194801,202312,0,0,0,0,NA,2,4,2,1,0,0,0,9
14777,AVOCA,PA,194901,202312,0,0,0,NA,NA,2,4,2,1,0,0,0,10
14778,WILLIAMSPORT,PA,194805,202312,0,0,0,NA,1,3,7,3,1,NA,0,0,15
14765,PROVIDENCE,RI,194801,202312,0,0,0,NA,1,2,4,3,1,0,0,0,10
13782,CHARLESTON,SC,189301,202312,0,0,NA,NA,2,6,10,9,3,NA,0,0,30
13883,COLUMBIA,SC,194801,202312,0,0,NA,1,7,17,23,20,9,1,NA,0,79
3870,GREENVILLE-SPARTANBURG,SC,196211,202312,0,0,0,NA,2,9,16,11,4,NA,0,0,42
14929,ABERDEEN,SD,189301,202312,0,0,0,NA,1,4,10,8,3,NA,0,0,26
14936,HURON,SD,188107,202312,0,0,0,NA,1,4,10,8,3,NA,0,0,27
24090,RAPID CITY,SD,194805,202312,0,0,0,NA,1,4,12,12,4,NA,0,0,32
14944,SIOUX FALLS,SD,193201,202312,0,0,0,NA,1,4,9,6,2,NA,0,0,23
13877,BRISTOL-JHNSN CTY-KNGSPRT,TN,193710,202312,0,0,0,NA,NA,4,7,6,2,NA,0,0,20
13882,CHATTANOOGA,TN,193804,202312,0,0,0,NA,3,11,17,16,6,NA,0,0,53
13891,KNOXVILLE,TN,10/2/19,202312,0,0,0,NA,1,8,13,10,5,NA,0,0,37
13893,MEMPHIS,TN,194001,202312,0,0,0,NA,3,15,22,19,9,1,0,0,69
13897,NASHVILLE,TN,194801,202312,0,0,0,NA,2,11,18,15,6,NA,0,0,53
3841,OAK RIDGE,TN,194808,202312,0,0,0,NA,1,7,12,10,4,NA,0,0,35
13962,ABILENE,TX,194801,202312,0,NA,1,3,9,20,27,26,14,3,NA,NA,3
23047,AMARILLO,TX,194707,202312,0,0,NA,1,5,15,22,18,8,1,0,0,70
13958,AUSTIN,TX,193806,202312,NA,NA,1,2,9,23,29,29,19,5,NA,NA,16
12919,BROWNSVILLE,TX,189812,202312,NA,NA,1,4,12,24,28,29,20,8,1,NA,27
12924,CORPUS CHRISTI,TX,194801,202312,NA,NA,1,2,7,22,28,28,19,6,1,NA,14
13960,DALLAS,TX,193908,202312,0,NA,NA,1,7,21,28,27,16,3,NA,0   1,4
22010,DEL RIO,TX,195105,202312,NA,1,3,8,16,26,29,29,21,6,NA,NA,NA
23044,EL PASO,TX,193804,202312,0,0,NA,2,14,26,27,24,14,2,0,0   1,9
12923,GALVESTON,TX,194608,202312,0,0,0,NA,1,8,19,21,9,NA,0,0,58
12960,HOUSTON,TX,196906,202312,0,NA,NA,1,8,22,27,27,17,4,0,0   1,6
23042,LUBBOCK,TX,194701,202312,0,NA,NA,2,9,19,23,21,9,2,NA,0,85
23023,MIDLAND-ODESSA,TX,193006,202312,0,NA,1,4,13,22,26,25,13,3,NA,0   1,7
12917,PORT ARTHUR,TX,194710,202312,0,0,0,NA,3,19,25,25,14,2,0,0,88
23034,SAN ANGELO,TX,7/8/19,202312,NA,NA,1,5,13,23,27,27,16,4,NA,NA,15
12921,SAN ANTONIO,TX,194609,202312,0,NA,1,3,10,23,28,28,19,5,NA,NA,17
12912,VICTORIA,TX,195303,202312,0,NA,NA,1,8,22,28,28,19,6,NA,0   1,13
13959,WACO,TX,194101,202312,NA,NA,NA,1,8,23,29,28,18,4,NA,NA,12
13966,WICHITA FALLS,TX,7/1/19,202312,0,NA,1,2,9,21,28,27,16,4,NA,NA,8
24127,SALT LAKE CITY,UT,194801,202312,0,0,0,0,1,10,24,20,5,0,0,0,59
14742,BURLINGTON,VT,194012,202312,0,0,0,NA,NA,2,3,2,NA,0,0,0,8
13733,LYNCHBURG,VA,194408,202312,0,0,0,NA,1,5,10,8,3,NA,0,0,26
13737,NORFOLK,VA,194601,202312,0,0,0,NA,2,7,13,9,3,NA,0,0,34
13740,RICHMOND,VA,193903,202312,0,0,NA,1,3,9,15,11,4,NA,0,0,44
13741,ROANOKE,VA,194801,202312,0,0,0,NA,1,6,12,9,3,NA,0,0,31
93739,WALLOPS ISLAND,VA,196610,202312,0,0,0,NA,1,3,7,4,1,NA,0,0,15
24227,OLYMPIA,WA,194106,202312,0,0,0,0,NA,1,3,2,NA,NA,0,0,6
94240,QUILLAYUTE,WA,196608,202312,0,0,0,0,NA,NA,NA,1,NA,0,0,0,1
24233,SEATTLE,WA,194801,202312,0,0,0,0,NA,1,1,1,NA,0,0,0,3
24157,SPOKANE,WA,188908,202312,0,0,0,NA,NA,2,9,8,1,0,0,0,20
24160,WALLA WALLA,WA,194901,202312,0,0,0,NA,1,5,17,14,3,0,0,0,41
24243,YAKIMA,WA,194610,202312,0,0,0,NA,1,5,15,12,3,NA,0,0,36
3872,BECKLEY,WV,196306,202312,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1
13866,CHARLESTON,WV,194712,202312,0,0,0,NA,1,4,8,6,3,NA,0,0,22
13729,ELKINS,WV,192601,202312,0,0,0,0,NA,NA,1,1,NA,NA,0,0,3
3860,HUNTINGTON,WV,196101,202312,0,0,0,NA,1,4,8,6,2,NA,0,0,22
14898,GREEN BAY,WI,188609,202312,0,0,0,0,NA,2,3,2,1,0,0,0,8
14920,LA CROSSE,WI,193804,202312,0,0,0,NA,1,3,7,5,1,NA,0,0,17
14837,MADISON,WI,193910,202312,0,0,0,NA,NA,3,5,3,1,NA,0,0,12
14839,MILWAUKEE,WI,193804,202312,0,0,0,NA,NA,2,4,3,1,0,0,0,10
24089,CASPER,WY,194808,202312,0,0,0,0,NA,5,15,11,2,0,0,0,32
24018,CHEYENNE,WY,191501,202312,0,0,0,0,NA,1,6,3,NA,0,0,0,11
24021,LANDER,WY,194801,202312,0,0,0,0,NA,3,12,8,1,0,0,0,25
24029,SHERIDAN,WY,194801,202312,0,0,0,0,NA,3,13,12,3,NA,0,0,31
41415,GUAM,PC,194509,202312,NA,NA,1,4,6,8,6,5,4,5,3,1,44
40309,KOROR,PC,195107,202310,5,4,7,11,14,9,5,4,5,9,12,8,93
40604,KWAJALEIN- MARSHALL IS.,PC,195205,202311,NA,NA,NA,1,1,1,1,2,3,2,1,NA,12
40710,MAJURO- MARSHALL IS,PC,195502,202312,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,3
61705,PAGO PAGO- AMER SAMOA,PC,196604,202312,4,5,6,3,1,NA,NA,NA,NA,1,2,3,25
40504,POHNPEI- CAROLINE IS.,PC,195107,202312,1,1,3,4,6,5,9,12,13,14,9,4,80
40505,CHUUK- E. CAROLINE IS.,PC,195107,202312,1,1,1,2,3,2,3,3,4,4,2,1,25
40308,YAP- W CAROLINE IS.,PC,195107,202312,1,1,2,5,8,6,4,4,4,5,4,1,44
11641,SAN JUAN,PR,195601,202312,NA,1,2,4,6,10,9,11,12,9,2,NA,67
